,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Covid
Reportcard",,,Washington Square,,,,,,,,,,,,,,,,,,Tandon,,,,,,,,,,,,,,,,,,School of Law,,,,,,,,,,,,,,,,,,College of Dentistry,,,,,,,,,,,,,,,,,,Silver,,,,,,,,,,,,,,,,,,Wagner,,,,,,,,,,,,,,,,,,School of Professional Studies,,,,,,,,,,,,,,,,,,Institute for Study of the Ancient World,,,,,,,,,,,,,,,,,,Institute of Fine Arts,,,,,,,,,,,,,,,,,,Overall,,,,,,,,,,,,,Weekly,,,,,,,,,,,,,,,,,,,,
10/19/20,4,,64,235,3,3,"67,312",346,17,132,41,22,19,0,0,+3,3 ,"2,102 ",0.14%,,4,34,0,0,"7,882",346,17,13,3,2,1,0,0,-,0 ,239 ,0.00%,,7,15,0,0,"2,782",346,17,17,6,1,5,0,0,-,0 ,76 ,0.00%,,8,25,0,0,"5,246",346,17,5,7,7,0,0,0,-,0 ,218 ,0.00%,,0,1,0,0,629,346,17,1,0,0,0,0,0,-,0 ,16 ,0.00%,,1,1,0,0,609,346,17,0,1,1,0,0,0,-,0 ,18 ,0.00%,,3,12,0,0,"3,043",346,17,2,2,2,0,0,0,+1,1 ,100 ,1.00%,,0,0,0,0,68,346,17,0,0,0,0,0,0,-,0 ,4 ,0.00%,,2,1,0,0,305,346,17,3,1,1,0,0,0,-,0 ,9 ,0.00%,,89,+4,4 ,"2,836 ",0.14%,61 ,173 ,59.0%,41.0%,329 ,104 ,84 ,,,,,,,,,,,,,,,,,,,,,,
10/20/20,4,,65,235,1,3,"67,312",346,17,132,41,22,19,0,0,+1,1 ,0 ,-,,5,34,0,0,"7,882",346,17,13,3,2,1,0,0,+1,1 ,0 ,-,,7,15,0,0,"2,782",346,17,17,6,1,5,0,0,-,0 ,0 ,-,,8,25,0,0,"5,246",346,17,5,7,7,0,0,0,-,0 ,0 ,-,,0,1,0,0,629,346,17,1,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,609,346,17,0,1,1,0,0,0,-,0 ,0 ,-,,3,12,0,0,"3,043",346,17,2,2,2,0,0,0,-,0 ,0 ,-,,0,0,0,0,68,346,17,0,0,0,0,0,0,-,0 ,0 ,-,,2,1,0,0,305,346,17,3,1,1,0,0,0,-,0 ,0 ,-,,91,+2,2 ,0 ,-,61 ,173 ,59.0%,41.0%,329 ,106 ,84 ,,,,,,,,,,,,,,,,,,,,,,
10/21/20,4,,69,238,3,6,"68,905",346,17,134,38,20,18,0,0,+4,3 ,"1,593 ",0.25%,,7,36,2,2,"8,151",346,17,16,5,3,2,0,0,+2,2 ,269 ,0.74%,,7,15,0,0,"2,838",346,17,16,6,1,5,0,0,-,0 ,56 ,0.00%,,10,27,2,2,"5,510",346,17,9,9,9,0,0,0,+2,2 ,264 ,0.76%,,0,1,0,0,637,346,17,1,0,0,0,0,0,-,0 ,8 ,0.00%,,1,1,0,0,617,346,17,0,1,1,0,0,0,-,0 ,8 ,0.00%,,3,12,0,0,"3,102",346,17,2,2,2,0,0,0,-,0 ,59 ,0.00%,,0,0,0,0,68,346,17,0,0,0,0,0,0,-,0 ,0 ,-,,2,1,0,0,313,346,17,3,1,1,0,0,0,-,0 ,8 ,0.00%,,99,+8,7 ,"2,265 ",0.35%,62 ,181 ,59.7%,40.3%,329 ,114 ,89 ,,,,,,,,,,,,,,,,,,,,,,
10/22/20,4,,71,238,0,6,"69,096",346,17,135,34,17,17,0,0,+2,2 ,191 ,1.05%,,7,36,0,2,"8,159",346,17,16,5,3,2,0,0,-,0 ,8 ,0.00%,,7,15,0,0,"2,844",346,17,15,6,1,5,0,0,-,0 ,6 ,0.00%,,11,27,0,2,"5,515",346,17,10,9,9,0,0,0,+1,1 ,5 ,20.00%,,0,1,0,0,637,346,17,1,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,618,346,17,0,1,1,0,0,0,-,0 ,1 ,0.00%,,3,12,0,0,"3,107",346,17,2,2,2,0,0,0,-,0 ,5 ,0.00%,,0,0,0,0,69,346,17,0,0,0,0,0,0,-,0 ,1 ,0.00%,,2,1,0,0,315,346,17,3,1,1,0,0,0,-,0 ,2 ,0.00%,,102,+3,3 ,219 ,1.37%,58 ,182 ,58.6%,41.4%,329 ,109 ,89 ,,,,,,,,,,,,,,,,,,,,,,
10/23/20,4,,72,238,0,6,"70,631",346,17,136,27,13,14,0,0,+1,1 ,"1,535 ",0.07%,,7,36,0,2,"8,341",346,17,15,4,3,1,0,0,-,0 ,182 ,0.00%,,7,15,0,0,"3,006",346,17,16,3,1,2,0,0,-,0 ,162 ,0.00%,,11,27,0,2,"5,742",346,17,10,5,5,0,0,0,-,0 ,227 ,0.00%,,0,1,0,0,647,346,17,1,0,0,0,0,0,-,0 ,10 ,0.00%,,1,1,0,0,630,346,17,0,1,1,0,0,0,-,0 ,12 ,0.00%,,4,12,0,0,"3,178",346,17,1,2,2,0,0,0,+1,1 ,71 ,1.41%,,0,0,0,0,75,346,17,0,0,0,0,0,0,-,0 ,6 ,0.00%,,2,1,0,0,329,346,17,3,1,1,0,0,0,-,0 ,14 ,0.00%,,104,+2,2 ,"2,219 ",0.09%,43 ,182 ,60.5%,39.5%,329 ,104 ,82 ,,,,,,,,,,,,,,,,,,,,,,
10/24/20,5,,3,240,2,8,"72,281",346,17,137,18,10,8,0,0,+3,2 ,"1,650 ",0.18%,,0,36,0,2,"8,490",346,17,15,3,2,1,0,0,-,0 ,149 ,0.00%,,0,15,0,0,"3,110",346,17,12,2,1,1,0,0,-,0 ,104 ,0.00%,,0,27,0,2,"5,924",346,17,10,2,2,0,0,0,-,0 ,182 ,0.00%,,1,1,0,0,660,346,17,1,1,1,0,0,0,+1,1 ,13 ,7.69%,,0,1,0,0,650,346,17,0,0,0,0,0,0,-,0 ,20 ,0.00%,,0,12,0,0,"3,258",346,17,1,2,2,0,0,0,-,0 ,80 ,0.00%,,0,0,0,0,77,346,17,0,0,0,0,0,0,-,0 ,2 ,0.00%,,0,1,0,0,336,346,17,3,0,0,0,0,0,-,0 ,7 ,0.00%,,4,+4,3 ,"2,207 ",0.18%,28 ,179 ,64.3%,35.7%,329 ,108 ,64 ,,,,,,,,,,,,,,,,,,,,,,
10/25/20,5,,3,240,0,0,"73,206",346,49,132,10,3,7,0,0,-,0 ,925 ,0.00%,,0,36,0,0,"8,556",346,49,16,3,2,1,0,0,-,0 ,66 ,0.00%,,0,15,0,0,"3,169",346,49,12,2,1,1,0,0,-,0 ,59 ,0.00%,,0,27,0,0,"6,087",346,49,10,2,2,0,0,0,-,0 ,163 ,0.00%,,1,1,0,0,669,346,49,1,1,1,0,0,0,-,0 ,9 ,0.00%,,0,1,0,0,659,346,49,0,0,0,0,0,0,-,0 ,9 ,0.00%,,0,12,0,0,"3,320",346,49,1,1,1,0,0,0,-,0 ,62 ,0.00%,,0,0,0,0,80,346,49,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,348,346,49,3,0,0,0,0,0,-,0 ,12 ,0.00%,,4,-,0 ,"2,695 ",-,19 ,175 ,52.6%,47.4%,297 ,103 ,23 ,,23 ,"12,441 ",0.18%,0 ,0.18%,10/19/20,10/25/20,10/19-10/25,,103 ,"25,204 ",0.41%,,,,,,,,,
10/26/20,5,,3,240,0,0,"74,945",346,49,139,7,3,4,0,0,-,0 ,"1,739 ",0.00%,,0,36,0,0,"8,753",346,49,16,2,1,1,0,0,-,0 ,197 ,0.00%,,0,15,0,0,"3,239",346,49,9,1,0,1,0,0,-,0 ,70 ,0.00%,,0,27,0,0,"6,281",346,49,10,2,2,0,0,0,-,0 ,194 ,0.00%,,1,1,0,0,676,346,49,2,1,1,0,0,0,-,0 ,7 ,0.00%,,0,1,0,0,671,346,49,0,0,0,0,0,0,-,0 ,12 ,0.00%,,0,12,0,0,"3,423",346,49,1,1,1,0,0,0,-,0 ,103 ,0.00%,,0,0,0,0,84,346,49,0,0,0,0,0,0,-,0 ,4 ,0.00%,,0,1,0,0,356,346,49,3,0,0,0,0,0,-,0 ,8 ,0.00%,,4,-,0 ,"2,336 ",-,14 ,180 ,57.1%,42.9%,297 ,103 ,19 ,,,,,,,,,,,,,,,,,,,,,,
10/27/20,5,,3,240,0,0,"75,752",346,48,140,4,1,3,0,0,-,0 ,807 ,0.00%,,0,36,0,0,"8,842",346,48,16,1,0,1,0,0,-,0 ,89 ,0.00%,,0,15,0,0,"3,271",346,48,10,0,0,0,0,0,-,0 ,32 ,0.00%,,0,27,0,0,"6,398",346,48,10,0,0,0,0,0,-,0 ,117 ,0.00%,,1,1,0,0,683,346,48,2,1,1,0,0,0,-,0 ,7 ,0.00%,,0,1,0,0,683,346,48,0,0,0,0,0,0,-,0 ,12 ,0.00%,,0,12,0,0,"3,443",346,48,1,1,1,0,0,0,-,0 ,20 ,0.00%,,0,0,0,0,84,346,48,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,359,346,48,3,0,0,0,0,0,-,0 ,3 ,0.00%,,4,-,0 ,"1,087 ",-,7 ,182 ,42.9%,57.1%,298 ,101 ,17 ,,,,,,,,,,,,,,,,,,,,,,
10/28/20,5,,9,240,0,0,"76,688",346,49,137,10,5,5,0,0,+6,6 ,936 ,0.64%,,0,36,0,0,"8,957",346,49,16,0,0,0,0,0,-,0 ,115 ,0.00%,,0,15,0,0,"3,305",346,49,10,0,0,0,0,0,-,0 ,34 ,0.00%,,0,27,0,0,"6,524",346,49,9,0,0,0,0,0,-,0 ,126 ,0.00%,,1,1,0,0,692,346,49,2,1,1,0,0,0,-,0 ,9 ,0.00%,,0,1,0,0,692,346,49,0,0,0,0,0,0,-,0 ,9 ,0.00%,,0,12,0,0,"3,466",346,49,3,1,1,0,0,0,-,0 ,23 ,0.00%,,0,0,0,0,84,346,49,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,359,346,49,3,0,0,0,0,0,-,0 ,0 ,-,,10,+6,6 ,"1,255 ",0.48%,12 ,180 ,58.3%,41.7%,297 ,104 ,15 ,,,,,,,,,,,,,,,,,,,,,,
10/29/20,5,,15,240,0,0,"77,624",346,49,137,10,5,5,0,0,+6,6 ,936 ,0.64%,,0,36,0,0,"9,072",346,49,16,0,0,0,0,0,-,0 ,115 ,0.00%,,0,15,0,0,"3,339",346,49,10,0,0,0,0,0,-,0 ,34 ,0.00%,,0,27,0,0,"6,650",346,49,9,0,0,0,0,0,-,0 ,126 ,0.00%,,1,1,0,0,701,346,49,2,1,1,0,0,0,-,0 ,9 ,0.00%,,0,1,0,0,701,346,49,0,0,0,0,0,0,-,0 ,9 ,0.00%,,0,12,0,0,"3,489",346,49,3,1,1,0,0,0,-,0 ,23 ,0.00%,,0,0,0,0,84,346,49,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,359,346,49,0,0,0,0,0,0,-,0 ,0 ,-,,16,+6,6 ,"2,496 ",0.24%,12 ,177 ,58.3%,41.7%,297 ,107 ,18 ,,,,,,,,,,,,,,,,,,,,,,
10/30/20,5,,22,246,6,6,"78,290",346,51,130,13,4,9,1,0,+7,6 ,666 ,1.05%,,1,37,1,1,"9,175",346,51,15,1,1,0,0,0,+1,1 ,103 ,0.97%,,0,15,0,0,"3,461",346,51,9,0,0,0,0,0,-,0 ,122 ,0.00%,,0,27,0,0,"6,753",346,51,9,0,0,0,0,0,-,0 ,103 ,0.00%,,1,1,0,0,705,346,51,2,1,1,0,0,0,-,0 ,4 ,0.00%,,1,2,1,1,710,346,51,0,0,0,0,0,0,+1,1 ,9 ,11.11%,,0,12,0,0,"3,550",346,51,3,2,1,1,0,0,-,0 ,61 ,0.00%,,0,0,0,0,87,346,51,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,371,346,51,3,0,0,0,0,0,-,0 ,12 ,0.00%,,25,+9,8 ,"2,166 ",0.42%,17 ,171 ,41.2%,58.8%,295 ,107 ,25 ,,,,,,,,,,,,,,,,,,,,,,
10/31/20,5,,25,248,2,8,"80,060",346,56,114,16,7,9,0,0,+3,2 ,"1,770 ",0.17%,,1,37,0,1,"9,362",346,56,15,1,1,0,0,0,-,0 ,187 ,0.00%,,1,15,0,0,"3,577",346,56,10,0,0,0,0,0,+1,1 ,116 ,0.86%,,0,27,0,0,"7,060",346,56,10,0,0,0,0,0,-,0 ,307 ,0.00%,,1,0,0,0,721,346,56,2,0,0,0,0,0,-,0 ,16 ,0.00%,,1,2,0,1,745,346,56,0,0,0,0,0,0,-,0 ,35 ,0.00%,,0,12,0,0,"3,658",346,56,1,2,1,1,0,0,-,0 ,108 ,0.00%,,0,0,0,0,90,346,56,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,382,346,56,3,0,0,0,0,0,-,0 ,11 ,0.00%,,29,+4,3 ,"2,557 ",0.16%,19 ,155 ,47.4%,52.6%,290 ,89 ,25 ,,,,,,,,,,,,,,,,,,,,,,
11/01/20,5,,26,248,2,8,"81,826",346,57,118,15,9,6,0,0,+1,2 ,"1,766 ",0.06%,,1,37,0,0,"9,567",346,57,15,1,1,0,0,0,-,0 ,205 ,0.00%,,1,15,0,0,"3,656",346,57,10,1,1,0,0,0,-,0 ,79 ,0.00%,,1,27,0,0,"7,278",346,57,10,0,0,0,0,0,+1,1 ,218 ,0.46%,,1,0,0,0,738,346,57,2,0,0,0,0,0,-,0 ,17 ,0.00%,,1,2,0,0,765,346,57,1,0,0,0,0,0,-,0 ,20 ,0.00%,,0,12,0,0,"3,761",346,57,1,2,1,1,0,0,-,0 ,103 ,0.00%,,0,0,0,0,90,346,57,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,389,346,57,3,0,0,0,0,0,-,0 ,7 ,0.00%,,31,+2,3 ,"2,417 ",0.08%,19 ,160 ,63.2%,36.8%,289 ,50 ,27 ,,27 ,"14,314 ",0.19%,0 ,0.19%,10/26/20,11/01/20,10/26-11/01,,,,,,,,,,,,,
11/02/20,5,,28,249,1,1,"81,826",346,57,105,13,8,5,0,0,+2,1 ,0 ,-,,1,37,0,0,"9,567",346,57,15,1,1,0,0,0,-,0 ,0 ,-,,1,15,0,0,"3,656",346,57,11,1,1,0,0,0,-,0 ,0 ,-,,1,27,0,0,"7,278",346,57,10,0,0,0,0,0,-,0 ,0 ,-,,1,0,0,0,738,346,57,2,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,765,346,57,1,0,0,0,0,0,-,0 ,0 ,-,,0,12,0,0,"3,761",346,57,1,2,1,1,0,0,-,0 ,0 ,-,,0,0,0,0,90,346,57,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,389,346,57,3,0,0,0,0,0,-,0 ,0 ,-,,33,+2,1 ,0 ,-,17 ,148 ,64.7%,35.3%,289 ,48 ,29 ,,,,,,,,,,,,,,,,,,,,,,
11/03/20,5,,28,249,0,1,"84,732",346,57,101,14,8,6,0,0,-,0 ,"2,906 ",0.00%,,1,37,0,0,"10,094",346,57,11,1,1,0,0,0,-,0 ,527 ,0.00%,,1,15,0,0,"3,764",346,57,4,1,1,0,0,0,-,0 ,108 ,0.00%,,1,27,0,0,"7,708",346,57,10,0,0,0,0,0,-,0 ,430 ,0.00%,,1,0,0,0,756,346,57,2,0,0,0,0,0,-,0 ,18 ,0.00%,,1,2,0,0,794,346,57,1,0,0,0,0,0,-,0 ,29 ,0.00%,,0,12,0,0,"3,883",346,57,1,2,1,1,0,0,-,0 ,122 ,0.00%,,0,0,0,0,93,346,57,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,399,346,57,0,0,0,0,0,0,-,0 ,10 ,0.00%,,33,-,0 ,"4,153 ",-,18 ,130 ,61.1%,38.9%,289 ,46 ,29 ,,,,,,,,,,,,,,,,,,,,,,
11/04/20,5,,31,249,0,1,"84,732",346,58,74,0,0,0,0,0,+3,3 ,0 ,-,,1,37,0,0,"10,094",346,58,3,0,0,0,0,0,-,0 ,0 ,-,,1,15,0,0,"3,764",346,58,2,0,0,0,0,0,-,0 ,0 ,-,,2,27,0,0,"7,708",346,58,6,0,0,0,0,0,+1,1 ,0 ,-,,1,0,0,0,756,346,58,2,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,794,346,58,1,0,0,0,0,0,-,0 ,0 ,-,,0,12,0,0,"3,883",346,58,1,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,93,346,58,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,399,346,58,0,0,0,0,0,0,-,0 ,0 ,-,,37,+4,4 ,0 ,-,0 ,89 ,-,-,288 ,42 ,27 ,,,,,,,,,,,,,,,,,,,,,,
11/05/20,5,,31,249,0,1,"85,205",346,64,70,5,4,1,0,0,-,0 ,473 ,0.00%,,1,37,0,0,"10,109",346,64,3,0,0,0,0,0,-,0 ,15 ,0.00%,,1,15,0,0,"3,777",346,64,4,0,0,0,0,0,-,0 ,13 ,0.00%,,2,27,0,0,"7,717",346,64,3,1,1,0,0,0,-,0 ,9 ,0.00%,,1,1,0,0,760,346,64,2,0,0,0,0,0,-,0 ,4 ,0.00%,,1,2,0,0,799,346,64,1,0,0,0,0,0,-,0 ,5 ,0.00%,,1,12,0,0,"3,891",346,64,1,1,1,0,0,0,+1,1 ,8 ,12.50%,,0,0,0,0,95,346,64,0,0,0,0,0,0,-,0 ,2 ,0.00%,,0,1,0,0,408,346,64,0,0,0,0,0,0,-,0 ,9 ,0.00%,,38,+1,1 ,539 ,0.19%,7 ,84 ,85.7%,14.3%,282 ,40 ,22 ,,,,,,,,,,,,,,,,,,,,,,
11/06/20,5,,34,249,0,1,"86,459",346,64,70,5,4,1,0,0,+3,3 ,"1,254 ",0.24%,,1,37,0,0,"10,230",346,64,3,0,0,0,0,0,-,0 ,121 ,0.00%,,1,15,0,0,"3,865",346,64,4,0,0,0,0,0,-,0 ,88 ,0.00%,,2,27,0,0,"7,930",346,64,3,1,1,0,0,0,-,0 ,213 ,0.00%,,1,1,0,0,771,346,64,2,0,0,0,0,0,-,0 ,11 ,0.00%,,1,2,0,0,809,346,64,1,0,0,0,0,0,-,0 ,10 ,0.00%,,1,12,0,0,"3,931",346,64,1,1,1,0,0,0,-,0 ,40 ,0.00%,,0,0,0,0,95,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,416,346,64,0,0,0,0,0,0,-,0 ,8 ,0.00%,,41,+3,3 ,"1,745 ",0.17%,7 ,84 ,85.7%,14.3%,282 ,41 ,16 ,,,,,,,,,,,,,,,,,,,,,,
11/07/20,6,,2,249,0,0,"87,241",346,64,70,6,5,1,0,0,+2,2 ,782 ,0.26%,,0,37,0,0,"10,331",346,64,3,0,0,0,0,0,-,0 ,101 ,0.00%,,0,15,0,0,"3,932",346,64,4,0,0,0,0,0,-,0 ,67 ,0.00%,,0,27,0,0,"7,971",346,64,4,0,0,0,0,0,-,0 ,41 ,0.00%,,0,1,0,0,777,346,64,1,0,0,0,0,0,-,0 ,6 ,0.00%,,0,2,0,0,814,346,64,1,0,0,0,0,0,-,0 ,5 ,0.00%,,0,12,0,0,"3,967",346,64,1,1,1,0,0,0,-,0 ,36 ,0.00%,,0,0,0,0,101,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,0,1,0,0,422,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,2,+2,2 ,"1,050 ",0.19%,7 ,84 ,85.7%,14.3%,282 ,39 ,14 ,,,,,,,,,,,,,,,,,,,,,,
11/08/20,6,,4,249,0,0,"90,309",346,64,76,6,5,1,0,0,+2,2 ,"3,068 ",0.07%,,0,37,0,0,"10,612",346,64,2,0,0,0,0,0,-,0 ,281 ,0.00%,,1,15,0,0,"4,063",346,64,3,0,0,0,0,0,+1,1 ,131 ,0.76%,,0,27,0,0,"8,387",346,64,4,0,0,0,0,0,-,0 ,416 ,0.00%,,0,1,0,0,800,346,64,1,0,0,0,0,0,-,0 ,23 ,0.00%,,0,2,0,0,852,346,64,1,0,0,0,0,0,-,0 ,38 ,0.00%,,0,12,0,0,"4,116",346,64,0,1,1,0,0,0,-,0 ,149 ,0.00%,,0,0,0,0,107,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,0,1,0,0,449,346,64,0,0,0,0,0,0,-,0 ,27 ,0.00%,,5,+3,3 ,"4,139 ",0.07%,7 ,87 ,85.7%,14.3%,282 ,42 ,15 ,,15 ,"11,626 ",0.13%,0 ,0.13%,11/02/20,11/08/20,11/02-11/08,,42 ,"25,940 ",0.16%,,,,,,,,,
11/09/20,6,,7,249,0,0,"90,310",346,64,74,8,5,3,0,0,+3,3 ,1 ,300.00%,,0,37,0,0,"10,612",346,64,3,0,0,0,0,0,-,0 ,0 ,-,,1,15,0,0,"4,063",346,64,3,0,0,0,0,0,-,0 ,0 ,-,,1,27,0,0,"8,387",346,64,4,1,1,0,0,0,+1,1 ,0 ,-,,0,1,0,0,800,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,852,346,64,0,0,0,0,0,0,+1,1 ,0 ,-,,0,12,0,0,"4,116",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,107,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,449,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,10,+5,5 ,1 ,500.00%,10 ,85 ,70.0%,30.0%,282 ,47 ,18 ,,,,,,,,,,,,,,,,,,,,,,
11/10/20,6,,9,249,0,0,"93,042",346,64,76,8,6,2,0,0,+2,2 ,"2,732 ",0.07%,,0,37,0,0,"11,018",346,64,4,0,0,0,0,0,-,0 ,406 ,0.00%,,1,15,0,0,"4,177",346,64,4,0,0,0,0,0,-,0 ,114 ,0.00%,,2,27,0,0,"8,512",346,64,5,1,1,0,0,0,+1,1 ,125 ,0.80%,,0,1,0,0,823,346,64,1,0,0,0,0,0,-,0 ,23 ,0.00%,,1,2,0,0,874,346,64,0,0,0,0,0,0,-,0 ,22 ,0.00%,,0,12,0,0,"4,177",346,64,1,0,0,0,0,0,-,0 ,61 ,0.00%,,0,0,0,0,112,346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,0,1,0,0,461,346,64,0,0,0,0,0,0,-,0 ,12 ,0.00%,,13,+3,3 ,"3,500 ",0.09%,9 ,91 ,77.8%,22.2%,282 ,50 ,21 ,,,,,,,,,,,,,,,,,,,,,,
11/11/20,6,,9,249,0,0,"93,042",346,64,76,8,6,2,0,0,-,0 ,0 ,-,,0,37,0,0,"11,018",346,64,4,0,0,0,0,0,-,0 ,0 ,-,,1,15,0,0,"4,177",346,64,4,0,0,0,0,0,-,0 ,0 ,-,,2,27,0,0,"8,512",346,64,5,1,1,0,0,0,-,0 ,0 ,-,,0,1,0,0,823,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,874,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,12,0,0,"4,177",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,112,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,461,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,13,-,0 ,0 ,-,9 ,91 ,77.8%,22.2%,282 ,44 ,17 ,,,,,,,,,,,,,,,,,,,,,,
11/12/20,6,,16,249,0,0,"93,753",346,64,90,15,9,6,0,0,+7,7 ,711 ,0.98%,,0,37,0,0,"11,034",346,64,4,0,0,0,0,0,-,0 ,16 ,0.00%,,1,15,0,0,"4,214",346,64,4,1,0,1,0,0,-,0 ,37 ,0.00%,,4,27,0,0,"8,829",346,64,5,4,4,0,0,0,+2,2 ,317 ,0.63%,,0,1,0,0,826,346,64,1,0,0,0,0,0,-,0 ,3 ,0.00%,,1,2,0,0,886,346,64,0,0,0,0,0,0,-,0 ,12 ,0.00%,,0,12,0,0,"4,249",346,64,1,0,0,0,0,0,-,0 ,72 ,0.00%,,0,0,0,0,116,346,64,0,0,0,0,0,0,-,0 ,4 ,0.00%,,0,1,0,0,463,346,64,0,0,0,0,0,0,-,0 ,2 ,0.00%,,22,+9,9 ,"1,174 ",0.77%,20 ,105 ,65.0%,35.0%,282 ,47 ,25 ,,,,,,,,,,,,,,,,,,,,,,
11/13/20,6,,22,249,0,0,"95,326",346,64,98,24,19,5,0,0,+6,6 ,"1,573 ",0.38%,,0,37,0,0,"11,197",346,64,4,1,0,1,0,0,-,0 ,163 ,0.00%,,2,15,0,0,"4,366",346,64,5,2,1,1,0,0,+1,1 ,152 ,0.66%,,7,27,0,0,"9,089",346,64,6,5,5,0,0,0,+3,3 ,260 ,1.15%,,0,1,0,0,840,346,64,1,0,0,0,0,0,-,0 ,14 ,0.00%,,1,2,0,0,901,346,64,0,0,0,0,0,0,-,0 ,15 ,0.00%,,0,12,0,0,"4,321",346,64,1,1,1,0,0,0,-,0 ,72 ,0.00%,,0,0,0,0,119,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,473,346,64,0,0,0,0,0,0,-,0 ,10 ,0.00%,,32,+10,10 ,"2,475 ",0.40%,33 ,115 ,78.8%,21.2%,282 ,48 ,32 ,,,,,,,,,,,,,,,,,,,,,,
11/14/20,6,,31,249,0,0,"97,355",346,64,98,23,17,6,0,0,+9,9 ,"2,029 ",0.44%,,1,37,0,0,"11,388",346,64,4,2,1,1,0,0,+1,1 ,191 ,0.52%,,3,15,0,0,"4,532",346,64,4,2,1,1,0,0,+1,1 ,166 ,0.60%,,9,27,0,0,"9,370",346,64,9,5,5,0,0,0,+2,2 ,281 ,0.71%,,0,1,0,0,857,346,64,2,0,0,0,0,0,-,0 ,17 ,0.00%,,1,2,0,0,944,346,64,0,0,0,0,0,0,-,0 ,43 ,0.00%,,1,12,0,0,"4,430",346,64,1,1,1,0,0,0,+1,1 ,109 ,0.92%,,0,0,0,0,120,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,482,346,64,0,0,0,0,0,0,-,0 ,9 ,0.00%,,46,+14,14 ,"2,878 ",0.49%,33 ,118 ,75.8%,24.2%,282 ,58 ,44 ,,,,,,,,,,,,,,,,,,,,,,
11/15/20,6,,37,249,0,0,"98,861",346,64,100,28,19,9,0,0,+6,6 ,"1,506 ",0.40%,,1,37,0,0,"11,561",346,64,4,2,1,1,0,0,-,0 ,173 ,0.00%,,3,15,0,0,"4,596",346,64,5,2,1,1,0,0,-,0 ,64 ,0.00%,,10,27,0,0,"9,602",346,64,11,5,5,0,0,0,+1,1 ,232 ,0.43%,,0,1,0,0,870,346,64,2,0,0,0,0,0,-,0 ,13 ,0.00%,,1,2,0,0,970,346,64,0,0,0,0,0,0,-,0 ,26 ,0.00%,,1,12,0,0,"4,528",346,64,2,2,1,1,0,0,-,0 ,98 ,0.00%,,0,0,0,0,120,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,493,346,64,0,0,0,0,0,0,-,0 ,11 ,0.00%,,53,+7,7 ,"2,128 ",0.33%,39 ,124 ,69.2%,30.8%,282 ,63 ,48 ,,48 ,"12,156 ",0.39%,0 ,0.39%,11/09/20,11/15/20,11/09-11/15,,,,,,,,,,,,,
